"anio","jurisdiccion_de_residencia_id","jurisdicion_residencia_nombre","cie10_causa_id","cie10_clasificacion","sexo_id","Sexo","muerte_materna_id","muerte_materna_clasificacion","grupo_edad","cantidad" 
2005,34,"Formosa","Q33","Malformaciones congénitas del pulmón",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2009,54,"Misiones","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,22,"Chaco","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2006,54,"Misiones","J69","Neumonitis debida a sólidos y líquidos",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2006,58,"Neuquén","X09","Exposición a humos, fuegos o llamas no especificados",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","I42","Cardiomiopatía",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2009,2,"Ciudad Autónoma de Buenos Aires","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2008,46,"La Rioja","A41","Otras Sepsis",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,86,"Santiago del Estero","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,6,"Buenos Aires","Q33","Malformaciones congénitas del pulmón",2,"femenino","",NA,"01.De a 0  a 14 anios",7
2011,30,"Entre Ríos","P24","Síndromes de aspiración neonatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,58,"Neuquén","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,74,"San Luis","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2009,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",2,"femenino","",NA,"01.De a 0  a 14 anios",7
2017,34,"Formosa","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2016,2,"Ciudad Autónoma de Buenos Aires","Q78","Otras osteocondrodisplasias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,2,"Ciudad Autónoma de Buenos Aires","I42","Cardiomiopatía",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,50,"Mendoza","D48","Tumor de comportamiento incierto o desconocido de otros sitios y de los no especificados",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,99,"Sin Información","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","I42","Cardiomiopatía",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,58,"Neuquén","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2007,14,"Córdoba","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino","",NA,"01.De a 0  a 14 anios",6
2015,66,"Salta","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2011,2,"Ciudad Autónoma de Buenos Aires","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,46,"La Rioja","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2014,42,"La Pampa","Q24","Otras malformaciones congénitas del corazón",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2019,2,"Ciudad Autónoma de Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,10,"Catamarca","Q78","Otras osteocondrodisplasias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2009,14,"Córdoba","I42","Cardiomiopatía",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",6
2019,90,"Tucumán","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2021,14,"Córdoba","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2016,14,"Córdoba","Q33","Malformaciones congénitas del pulmón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,6,"Buenos Aires","R09","Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,30,"Entre Ríos","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,70,"San Juan","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,66,"Salta","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,66,"Salta","W68","Ahogamiento y sumersión consecutivos a caída en una piscina",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2014,50,"Mendoza","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,50,"Mendoza","Q78","Otras osteocondrodisplasias",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2020,70,"San Juan","E87","Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,46,"La Rioja","P29","Trastornos cardiovasculares originados en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,34,"Formosa","A41","Otras Sepsis",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2016,14,"Córdoba","J18","Neumonía, organismo no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,6,"Buenos Aires","Q33","Malformaciones congénitas del pulmón",1,"masculino"," ",NA,"01.De a 0  a 14 anios",13
2017,30,"Entre Ríos","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2006,34,"Formosa","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,54,"Misiones","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,22,"Chaco","J69","Neumonitis debida a sólidos y líquidos",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2019,22,"Chaco","Q33","Malformaciones congénitas del pulmón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,78,"Santa Cruz","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,66,"Salta","Q27","Otras malformaciones congénitas del sistema vascular periférico",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,18,"Corrientes","Q04","Otras malformaciones congénitas del encéfalo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","J80","Síndrome de dificultad respiratoria del adulto",2,"femenino",NA,NA,"01.De a 0  a 14 anios",5
2008,2,"Ciudad Autónoma de Buenos Aires","J96","Insuficiencia respiratoria, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,30,"Entre Ríos","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2012,46,"La Rioja","J96","Insuficiencia respiratoria, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","R99","Otras causas mal definidas y las no especificadas de mortalidad",1,"masculino",NA,NA,"01.De a 0  a 14 anios",27
2015,70,"San Juan","Q24","Otras malformaciones congénitas del corazón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2012,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,6,"Buenos Aires","C80","Tumor maligno de sitios no especificados",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,50,"Mendoza","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,2,"Ciudad Autónoma de Buenos Aires","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,90,"Tucumán","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,74,"San Luis","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2014,70,"San Juan","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2021,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",5
2006,14,"Córdoba","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2016,62,"Río Negro","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2013,86,"Santiago del Estero","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,58,"Neuquén","Q33","Malformaciones congénitas del pulmón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,46,"La Rioja","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2016,30,"Entre Ríos","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,70,"San Juan","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2014,2,"Ciudad Autónoma de Buenos Aires","Q78","Otras osteocondrodisplasias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,82,"Santa Fe","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2005,22,"Chaco","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino"," ",NA,"01.De a 0  a 14 anios",2
2011,22,"Chaco","Q33","Malformaciones congénitas del pulmón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,82,"Santa Fe","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,54,"Misiones","E46","Desnutrición proteicocalórica, no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,6,"Buenos Aires","D18","Hemangioma y linfangioma de cualquier sitio",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2012,90,"Tucumán","Q78","Otras osteocondrodisplasias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,58,"Neuquén","Q61","Enfermedad quística del riñón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2006,66,"Salta","G40","Epilepsia",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","I60","Hemorragia subaracnoidea",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,10,"Catamarca","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,82,"Santa Fe","J18","Neumonía, organismo no especificado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,90,"Tucumán","P96","Otras afecciones originadas en el período perinatal",2,"femenino"," ",NA,"01.De a 0  a 14 anios",5
2011,46,"La Rioja","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2017,14,"Córdoba","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,62,"Río Negro","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,38,"Jujuy","J98","Otros trastornos respiratorios",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,50,"Mendoza","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2014,86,"Santiago del Estero","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,50,"Mendoza","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,74,"San Luis","Q00","Anencefalia y malformaciones congénitas similares",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2018,90,"Tucumán","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2005,62,"Río Negro","P24","Síndromes de aspiración neonatal",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2011,46,"La Rioja","E86","Depleción del volumen",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2014,50,"Mendoza","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,42,"La Pampa","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,70,"San Juan","Q78","Otras osteocondrodisplasias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,14,"Córdoba","P29","Trastornos cardiovasculares originados en el período perinatal",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2010,6,"Buenos Aires","G71","Trastornos musculares primarios",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2019,18,"Corrientes","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,22,"Chaco","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,70,"San Juan","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,42,"La Pampa","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",2,"femenino"," ",NA,"01.De a 0  a 14 anios",2
2016,6,"Buenos Aires","Q78","Otras osteocondrodisplasias",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2017,82,"Santa Fe","Q33","Malformaciones congénitas del pulmón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2010,6,"Buenos Aires","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",22
2014,70,"San Juan","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,86,"Santiago del Estero","Q24","Otras malformaciones congénitas del corazón",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2017,6,"Buenos Aires","E74","Otros trastornos del metabolismo de los carbohidratos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,14,"Córdoba","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2009,18,"Corrientes","E74","Otros trastornos del metabolismo de los carbohidratos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,82,"Santa Fe","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,6,"Buenos Aires","I99","Otros trastornos y los no especificados del sistema circulatorio",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,26,"Chubut","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","Q01","Encefalocele",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,54,"Misiones","E86","Depleción del volumen",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2019,10,"Catamarca","Q33","Malformaciones congénitas del pulmón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,66,"Salta","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2008,82,"Santa Fe","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2012,46,"La Rioja","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,50,"Mendoza","E74","Otros trastornos del metabolismo de los carbohidratos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,82,"Santa Fe","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2018,6,"Buenos Aires","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",5
2016,18,"Corrientes","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2021,82,"Santa Fe","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2015,66,"Salta","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,6,"Buenos Aires","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2005,54,"Misiones","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino"," ",NA,"01.De a 0  a 14 anios",6
2005,10,"Catamarca","R99","Otras causas mal definidas y las no especificadas de mortalidad",2,"femenino"," ",NA,"01.De a 0  a 14 anios",3
2016,66,"Salta","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2009,2,"Ciudad Autónoma de Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,74,"San Luis","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","I42","Cardiomiopatía",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,62,"Río Negro","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2012,34,"Formosa","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,86,"Santiago del Estero","K65","Peritonitis",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,46,"La Rioja","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2016,14,"Córdoba","Q01","Encefalocele",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,14,"Córdoba","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",1,"masculino"," ",NA,"01.De a 0  a 14 anios",2
2011,66,"Salta","I26","Embolia pulmonar",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,34,"Formosa","J94","Otras afecciones de la pleura",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2012,42,"La Pampa","Q33","Malformaciones congénitas del pulmón",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2007,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,6,"Buenos Aires","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","Q01","Encefalocele",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2011,82,"Santa Fe","P11","Otros traumatismos del nacimiento en el sistema nervioso central",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,34,"Formosa","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2017,18,"Corrientes","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2018,78,"Santa Cruz","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,6,"Buenos Aires","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2006,62,"Río Negro","A41","Otras Sepsis",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,26,"Chubut","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,70,"San Juan","Q24","Otras malformaciones congénitas del corazón",1,"masculino","",NA,"01.De a 0  a 14 anios",9
2010,14,"Córdoba","Q77","Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2021,38,"Jujuy","P00","Feto y recién nacido afectado por condiciones de la madre no necesariamente relacionadas con el embarazo presente",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,90,"Tucumán","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,90,"Tucumán","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,18,"Corrientes","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2008,82,"Santa Fe","P01","Feto y recién nacido afectados por complicaciones maternas del embarazo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,18,"Corrientes","Q01","Encefalocele",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2010,54,"Misiones","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,22,"Chaco","E86","Depleción del volumen",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2005,6,"Buenos Aires","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino"," ",NA,"01.De a 0  a 14 anios",17
2005,6,"Buenos Aires","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino"," ",NA,"01.De a 0  a 14 anios",9
2006,18,"Corrientes","Q01","Encefalocele",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,34,"Formosa","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,82,"Santa Fe","I80","Flebitis y tromboflebitis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,6,"Buenos Aires","I42","Cardiomiopatía",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","Q01","Encefalocele",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,42,"La Pampa","Y04","Agresión con fuerza corporal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,46,"La Rioja","K72","Insuficiencia hepática, no clasificada en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,58,"Neuquén","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2016,50,"Mendoza","W79","Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,90,"Tucumán","Q01","Encefalocele",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2020,66,"Salta","A49","Infección bacteriana de sitio no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,66,"Salta","E40","Kwashiorkor",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,82,"Santa Fe","Q01","Encefalocele",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,70,"San Juan","J69","Neumonitis debida a sólidos y líquidos",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2021,74,"San Luis","D65","Coagulación intravascular diseminada [síndrome de desfibrinación]",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2015,82,"Santa Fe","N17","Insuficiencia renal aguda",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,86,"Santiago del Estero","R57","Choque, no clasificado en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2015,90,"Tucumán","Q01","Encefalocele",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","W87","Exposición a corriente eléctrica no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","K43","Hernia ventral",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,66,"Salta","E86","Depleción del volumen",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,82,"Santa Fe","G04","Encefalitis, mielitis y encefalomielitis",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,18,"Corrientes","J96","Insuficiencia respiratoria, no clasificada en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,6,"Buenos Aires","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino"," ",NA,"01.De a 0  a 14 anios",2
